-2.363337088236,-2.363337088236,0.585021922980,0.585021922980,-2.855888731846,-2.855840794946,
-2.363339553134,-2.363337088236,0.585019458082,0.585021922980,-2.855893661642,-2.855888731846,
-2.363346947804,-2.363385025136,0.585012063412,0.585021922980,-2.855908450981,-2.855888731846,
-2.363359272172,-2.363385025136,0.584999739044,0.585021922980,-2.855933099718,-2.855840794946,
-2.363376526117,-2.363385025136,0.584982485098,0.585021922980,-2.855967607609,-2.855888731846,
-2.363398709470,-2.363385025136,0.584960301746,0.585021922980,-2.856011974315,-2.855888731846,
-2.363425822011,-2.363385025136,0.584933189205,0.585021922980,-2.856066199397,-2.855888731846,
-2.363457863473,-2.363337088236,0.584901147742,0.585021922980,-2.856130282321,-2.855888731846,
-2.363494833541,-2.363337088236,0.584864177675,0.585021922980,-2.856204222456,-2.855888731846,
-2.363536731849,-2.363385025136,0.584822279367,0.585021922980,-2.856288019072,-2.855888731846,
-2.363583557984,-2.363385025136,0.584775453232,0.585021922980,-2.856381671343,-2.855888731846,
-2.363635311486,-2.363385025136,0.584723699730,0.585021922980,-2.856485178345,-2.855888731846,
-2.363691991842,-2.363385025136,0.584667019373,0.585021922980,-2.856598539059,-2.855888731846,
-2.363753598496,-2.363385025136,0.584605412720,0.585021922980,-2.856721752367,-2.855888731846,
-2.363820130839,-2.363385025136,0.584538880377,0.585021922980,-2.856854817053,-2.855888731846,
-2.363891588216,-2.363385025136,0.584467423000,0.585021922980,-2.856997731805,-2.855888731846,
-2.363967969921,-2.363385025136,0.584391041295,0.585021922980,-2.857150495216,-2.855888731846,
-2.364049275202,-2.363385025136,0.584309736014,0.585021922980,-2.857313105777,-2.855888731846,
-2.364135503257,-2.363385025136,0.584223507959,0.585021922980,-2.857485561887,-2.855888731846,
-2.364226653235,-2.363385025136,0.584132357980,0.585021922980,-2.857667861845,-2.855888731846,
-2.364322724239,-2.363385025136,0.584036286976,0.585021922980,-2.857860003853,-2.855888731846,
-2.364423715322,-2.363337088236,0.583935295894,0.585021922980,-2.858061986017,-2.855888731846,
-2.364529625486,-2.363385025136,0.583829385730,0.585021922980,-2.858273806346,-2.855936668746,
-2.364640453688,-2.363385025136,0.583718557528,0.585069859880,-2.858495462751,-2.855984605645,
-2.364756198836,-2.363385025136,0.583602812380,0.585069859880,-2.858726953046,-2.855984605645,
-2.364876859787,-2.363385025136,0.583482151428,0.584926049181,-2.858968274949,-2.855936668746,
-2.365002435354,-2.363337088236,0.583356575862,0.584973986080,-2.859219426081,-2.855936668746,
-2.365132924296,-2.363385025136,0.583226086920,0.584973986080,-2.859480403966,-2.855936668746,
